Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Shea Langeliers","ATH",74,339,19,49,43,2,0.076696165,0.194690265,0.237012987,0.28125,0.266233766,0.33038348,0.503246753,0.35854577770572743,0.3647340138753255,125.5867133737134,-0.10156582994386554,10.158690522994409,0.19687700271606445,2.2805827863281327,"Shea Langeliers",25816,669127
"Michael Harris II","ATL",74,284,14,37,42,4,0.042253521,0.204225352,0.203703704,0.341708542,0.303703703,0.334507042,0.507407407,0.36382342287352387,0.37805456154759276,131.3922382345814,-1.1509015504270792,9.438511993065356,3.7577025294303894,2.2737565382381195,"Michael Harris II",25931,671739
"Brayan Rocchio","CLE",79,300,5,31,33,12,0.08,0.136666666,0.117424243,0.298642533,0.268939393,0.342281879,0.386363636,0.32516082361240517,0.3096726086674904,106.81080299961742,0.5337120485492051,2.9506393238581,8.609802007675171,2.2618474948119136,"Brayan Rocchio",23690,677587
"William Contreras","MIL",75,327,9,46,50,1,0.094801223,0.13149847,0.134020618,0.329218106,0.305841924,0.370030581,0.439862542,0.3536796567984569,0.3587510379744165,125.72648692331477,-2.113752803299576,7.8784105477386515,3.6371819972991943,2.244001739065181,"William Contreras",20503,661388
"Randy Arozarena","SEA",75,317,7,47,33,19,0.094637223,0.227129337,0.153284672,0.358585858,0.284671532,0.372239747,0.437956204,0.35882217914148085,0.34418323371983783,135.12275788393453,2.3531589065678418,15.523344091961743,-5.158697605133057,2.2018324846873574,"Randy Arozarena",19290,668227
"Tristan Peters","CHW",76,226,4,28,30,4,0.075221238,0.17699115,0.164179105,0.341772151,0.288557213,0.351351351,0.452736318,0.35217292861895516,0.3026530644665026,123.79983690454463,1.2373692491091788,7.599849239723402,5.338382452726364,2.13394013403967,"Tristan Peters",30063,671976
"Aaron Judge","NYY",59,261,17,43,38,5,0.16091954,0.275862068,0.285046729,0.285714285,0.247663551,0.374517374,0.53271028,0.38603580373478685,0.4148911904162309,148.28926346685168,-0.32641354808583856,14.582125877621419,-2.976036125794053,2.125249539750333,"Aaron Judge",15640,592450
"Paul Goldschmidt","NYY",56,220,14,31,40,1,0.072727272,0.204545454,0.265,0.316901408,0.295,0.354545454,0.56,0.392248414050449,0.34193702593241654,152.5281035006797,-0.03620833810418844,13.633473654458713,-1.464648962020874,2.0339826172702073,"Paul Goldschmidt",9218,502671
"Jordan Walker","STL",78,334,18,46,58,10,0.068862275,0.254491017,0.228013029,0.344660194,0.28990228,0.341317365,0.517915309,0.3695240307140637,0.3602530906150291,137.8875434168237,0.30410571256652474,15.334632474431029,-6.283177852630615,2.0164369172486802,"Jordan Walker",27475,691023
"Kazuma Okamoto","TOR",80,328,19,43,53,0,0.097560975,0.31707317,0.234482758,0.307692307,0.244827586,0.326219512,0.479310344,0.34987693588908125,0.33603316981618,123.09384027298374,-1.5280651194043458,7.432058693590985,0.7163790464401245,2.0163391726062114,"Kazuma Okamoto",37123,672960
"Jazz Chisholm Jr.","NYY",78,316,12,42,33,24,0.107594936,0.278481012,0.17921147,0.281767955,0.225806451,0.310126582,0.405017921,0.3156754029325292,0.29998138232733873,100.28263363447485,4.208865105174482,4.31451156178076,4.169600129127502,2.0070101505840303,"Jazz Chisholm Jr.",20454,665862
"Alec Burleson","STL",78,341,13,42,57,2,0.087976539,0.146627565,0.2,0.302040816,0.285245901,0.351906158,0.485245901,0.36162255418687445,0.3866179878189719,132.5185374040369,0.40096872858703136,13.571905664307847,-4.915622651576996,1.9992314298788059,"Alec Burleson",27615,676475
"Dansby Swanson","CHC",78,303,11,48,46,10,0.122112211,0.237623762,0.176923077,0.220994475,0.196153846,0.294701986,0.373076923,0.296753418564007,0.2880227079359584,88.08423697853064,3.85901239188388,-0.42939240663665856,10.264396667480469,1.994365475558659,"Dansby Swanson",18314,621020
"Munetaka Murakami","CHW",57,246,20,43,41,1,0.178861788,0.325203252,0.32,0.277227722,0.24,0.37804878,0.56,0.3975721467132411,0.3793444494983467,154.77554814099622,-1.3565088738687336,14.582666490638596,-3.8812931776046753,1.9789409592956198,"Munetaka Murakami",37120,808959
"Josh Jung","TEX",76,326,8,37,31,1,0.073619631,0.174846625,0.138983051,0.336206896,0.291525423,0.352760736,0.430508474,0.34582609980384266,0.34311718150881904,121.13142074816119,-1.9856453174725175,6.163091788901813,1.679086446762085,1.9779576185758454,"Josh Jung",26299,673962
"Adley Rutschman","BAL",54,228,8,26,40,0,0.100877192,0.144736842,0.203980099,0.26380368,0.253731343,0.328947368,0.457711442,0.3415231770067884,0.35421282394341963,118.23450386453483,-0.29658743320032954,4.621234592446329,6.45890486240387,1.95226417005692,"Adley Rutschman",26288,668939
"Pete Alonso","BAL",83,359,18,51,55,2,0.116991643,0.236768802,0.219354838,0.284360189,0.251612903,0.342618384,0.470967741,0.352449142799324,0.3782241176551496,125.6892481437436,-1.7282085590995848,9.18091477736871,-2.8525705337524414,1.9435506965167866,"Pete Alonso",19251,624413
"Gunnar Henderson","BAL",82,376,16,45,39,6,0.079787234,0.236702127,0.194117647,0.254237288,0.223529411,0.295212765,0.417647058,0.311727033774058,0.30680861409505206,97.90471036852806,1.225432817824185,0.29351864154760365,5.189115047454834,1.9191300301760879,"Gunnar Henderson",26289,683002
"Wilyer Abreu","BOS",78,337,10,36,38,6,0.09198813,0.189910979,0.172757475,0.313043478,0.272425249,0.337313432,0.445182724,0.340670970742574,0.3422227693391634,112.01465168123717,-0.5162532436661422,4.273190703975397,2.4483065605163574,1.9038506022358384,"Wilyer Abreu",23772,677800
"Iván Herrera","STL",79,358,10,53,35,5,0.134078212,0.159217877,0.157342658,0.28959276,0.258741258,0.402234636,0.416083916,0.3672146265116115,0.36873346312433225,136.31831708219437,-1.9323338586837053,13.510963363085967,-6.623079419136047,1.8752235496011282,"Ivan Herrera",20599,671056
"Riley Greene","DET",82,343,9,40,34,1,0.128279883,0.271137026,0.145762712,0.389743589,0.288135593,0.381924198,0.433898305,0.3627939109552011,0.3555831019454378,131.05291675170494,-0.9717332581058145,11.627395913301546,-5.542620658874512,1.8608418654320618,"Riley Greene",25976,682985
"Zack Gelof","ATH",62,228,11,40,29,8,0.061403508,0.24122807,0.215311005,0.335664335,0.28229665,0.336283185,0.497607655,0.3618887586403737,0.299792868750436,127.8676163594324,1.7560217985883355,9.271881761262676,0.590917631983757,1.8284927759068053,"Zack Gelof",29766,680869
"Jonathan Aranda","TBR",78,341,12,41,55,0,0.129032258,0.228739002,0.171929824,0.348258706,0.287719298,0.387096774,0.459649122,0.3696790432788917,0.36882238330955275,135.11938613764232,-2.238773737102747,11.927163215438084,-6.38104373216629,1.7988317372317617,"Jonathan Aranda",21837,666018
"Ezequiel Duran","TEX",73,269,6,32,41,6,0.074349442,0.237918215,0.151020408,0.333333333,0.265306122,0.320895522,0.41632653,0.32328073235590066,0.2997665118454094,105.74880357760148,0.7404096336103976,2.569662564657058,5.5354403257369995,1.7982636077057224,"Ezequiel Duran",23733,677649
"Ozzie Albies","ATL",80,343,12,51,44,1,0.069970845,0.113702623,0.163398693,0.28030303,0.281045751,0.332361516,0.444444444,0.3357713421185811,0.3038598461263984,112.33101724301,0.0796504714526236,5.103357593083499,1.4629128873348236,1.7932959779042073,"Ozzie Albies",16556,645277
"Jackson Chourio","MIL",45,210,10,32,30,5,0.066666666,0.238095238,0.226804123,0.355555555,0.298969072,0.347619047,0.525773195,0.37490198743400394,0.33586596060490265,140.14693358230565,0.3993964120745659,10.41328975812729,0.34346282482147217,1.7828696270043458,"Jackson Chourio",28806,694192
"Ian Happ","CHC",78,341,16,54,38,4,0.131964809,0.313782991,0.23024055,0.295857988,0.226804123,0.337243401,0.457044673,0.3453175422002578,0.32609745454506056,121.0832683508992,-0.14980848273262382,8.389517699080823,-1.967374324798584,1.7720783224615424,"Ian Happ",17919,664023
"Gabriel Moreno","ARI",54,214,6,26,26,4,0.107476635,0.163551401,0.163043478,0.31292517,0.282608695,0.364485981,0.445652173,0.35550966524632177,0.3731832684211011,125.22921872244366,-0.2224938627332449,6.190323369554856,4.30594277381897,1.7695124788651357,"Gabriel Moreno",22664,672515
"Jeremy Peña","HOU",46,192,6,31,19,8,0.078125,0.15625,0.156069364,0.318840579,0.289017341,0.354166666,0.445086705,0.35199239446471137,0.3514135678609212,124.50888455236866,2.0273106615059078,7.593638538236473,2.9468350410461426,1.7670197340309388,"Jeremy Pena",21636,665161
"Brandon Marsh","PHI",77,301,12,46,41,8,0.046511627,0.252491694,0.191489361,0.395939086,0.319148936,0.352159468,0.510638297,0.3711823598543803,0.3303244855491613,135.25177714107843,0.4674569624476135,13.070598072019191,-5.619745969772339,1.745396321238181,"Brandon Marsh",20202,669016
"Michael Busch","CHC",81,361,9,32,44,2,0.15235457,0.221606648,0.149152542,0.291866028,0.237288135,0.368421052,0.386440677,0.34094586471716565,0.35077972412109376,118.11273966402405,-1.2896765153855085,6.476774980081355,-1.1268901824951172,1.7286951714677756,"Michael Busch",26319,683737
"Ryan Jeffers","MIN",37,147,7,26,26,1,0.156462585,0.156462585,0.245901639,0.311827956,0.295081967,0.408163265,0.540983606,0.4105910853463776,0.3890291162439295,163.1577612726183,-0.8401211542077363,10.1420465548199,1.5595446825027466,1.7221064886459443,"Ryan Jeffers",24618,680777
"Geraldo Perdomo","ARI",78,329,5,36,28,11,0.145896656,0.12462006,0.114814814,0.257641921,0.237037037,0.35076923,0.351851851,0.31925624957451454,0.33166219580987966,100.5952397368436,-1.0455184131860733,-0.8129133835394823,7.0144429206848145,1.710265342425079,"Geraldo Perdomo",22799,672695
"Bryce Harper","PHI",82,342,18,54,48,5,0.14619883,0.187134502,0.25087108,0.29047619,0.275261324,0.377192982,0.526132404,0.38686571647139156,0.408475539263557,145.9085241032018,-0.2142638531513512,18.43452897738252,-12.897002696990967,1.6854179472992379,"Bryce Harper",11579,547180
"Mauricio Dubón","ATL",76,307,8,34,43,2,0.06188925,0.146579804,0.150877193,0.293103448,0.266666666,0.316993464,0.417543859,0.3228752301409354,0.3198913324074667,103.56818633269889,-0.3539858050644398,0.9471337023663955,5.5736653208732605,1.6705256242735846,"Mauricio Dubon",16530,643289
"Jung Hoo Lee","SFG",73,297,5,41,30,5,0.043771043,0.09090909,0.143884892,0.345381526,0.327338129,0.36026936,0.471223021,0.361689881644265,0.33132253833090014,132.8099273795291,-0.11778997629880905,11.456463942347227,-4.661340594291687,1.6655985363798125,"Jung Hoo Lee",33824,808982
"Brandon Valenzuela","TOR",52,168,7,17,19,1,0.113095238,0.25,0.183673469,0.292929292,0.244897959,0.329341317,0.428571428,0.3338281765669406,0.3337084604594522,112.1438337457015,0.08325885888189077,2.496546584974201,7.874826192855835,1.6629102118100287,"Brandon Valenzuela",23813,678218
"Fernando Tatis Jr.","SDP",79,343,3,35,29,19,0.087463556,0.204081632,0.085245902,0.354430379,0.285245901,0.347953216,0.370491803,0.3199424614305021,0.35346016086790916,105.78957352286965,-0.46104327170178294,1.8976527843379594,3.373284339904785,1.6615947216654359,"Fernando Tatis Jr.",19709,665487
"Oneil Cruz","PIT",64,283,14,45,44,21,0.106007067,0.346289752,0.208,0.376811594,0.264,0.349823321,0.472,0.358004732276197,0.35822539517529123,126.0243349938754,2.3669904223643243,11.114760577173538,-3.973345160484314,1.6548612147792265,"Oneil Cruz",21711,665833
"Seiya Suzuki","CHC",66,279,11,37,33,0,0.11469534,0.268817204,0.17768595,0.329113924,0.260330578,0.35125448,0.438016528,0.34472346888936084,0.33607496731523157,120.67959909145554,-1.5529138455167413,5.300036823955991,1.8167803287506104,1.6392327636408563,"Seiya Suzuki",30116,673548
"Ketel Marte","ARI",77,339,13,42,47,1,0.073746312,0.138643067,0.193548387,0.268774703,0.261290322,0.315634218,0.454838709,0.3341294511229591,0.36657646520813897,110.70149117835678,-0.35163216991350055,3.9573558173908028,1.1192686557769775,1.6287107911747494,"Ketel Marte",13613,606466
"Jac Caglianone","KCR",77,293,14,39,30,3,0.085324232,0.303754266,0.21969697,0.354037267,0.268939393,0.341296928,0.488636363,0.3612480017105467,0.3779946418657695,127.23322026997616,0.5060695074498653,9.94473573154924,-4.535368740558624,1.6110947569712366,"Jac Caglianone",35041,695506
"Liam Hicks","MIA",73,288,13,40,53,1,0.100694444,0.097222222,0.193548387,0.264150943,0.278225806,0.358885017,0.471774193,0.36072442685807504,0.3150902063074246,128.4154343990971,-3.0274523929692805,6.692811928308053,-0.17258429527282715,1.6081121123706852,"Liam Hicks",29844,689414
"Casey Schmitt","SFG",73,309,16,36,42,7,0.022653721,0.194174757,0.221843003,0.313636363,0.290102389,0.317152103,0.511945392,0.35574682476451097,0.3595463393570541,128.77165579675142,0.07880315463989973,10.638577137511312,-5.189372777938843,1.5681364231827026,"Casey Schmitt",27577,669477
"Drake Baldwin","ATL",57,253,14,42,39,1,0.098814229,0.249011857,0.215246636,0.306122448,0.264573991,0.347826086,0.479820627,0.36032466614057146,0.37920806521461126,129.01485397331572,-0.6541340830735862,8.064976738955407,-0.8282189816236496,1.5660990965996666,"Drake Baldwin",31539,686948
"Jake Bauers","MIL",70,280,14,46,48,5,0.139285714,0.25,0.235294117,0.324675324,0.268907563,0.378571428,0.50420168,0.38217789666317,0.36084062339615647,145.09087035987648,1.5065647680312395,16.50265127241464,-10.451504230499268,1.5341640693706258,"Jake Bauers",15194,641343
"Zach Neto","LAA",80,363,17,57,39,11,0.107438016,0.32506887,0.224683544,0.302197802,0.227848101,0.32506887,0.452531645,0.33975947874685675,0.3138754255553692,114.40958019792885,-1.728845958597958,4.458465282643132,-2.3242928981781006,1.5316000517556059,"Zach Neto",31347,687263
"Wyatt Langford","TEX",40,173,8,23,20,6,0.057803468,0.213872832,0.222222223,0.316239316,0.277777777,0.323699421,0.5,0.35563234407777733,0.30310885478995436,127.82218335805157,0.968677862547338,6.662204030189154,2.227798104286194,1.530401456805904,"Wyatt Langford",33333,694671
"TJ Rumfield","COL",79,319,12,35,44,0,0.094043887,0.147335423,0.199288256,0.308035714,0.288256227,0.366771159,0.487544483,0.3726969819083857,0.3200971922287806,124.22535074286091,-2.164889757987112,7.014039949339207,-2.6552202701568604,1.4900916849566679,"TJ Rumfield",29805,681198
"Chase Meidroth","CHW",78,331,6,47,27,2,0.084592145,0.247734138,0.108843537,0.360576923,0.275510204,0.340490797,0.384353741,0.3234725532356215,0.28362767000376066,104.21768158183436,-0.5934985275380313,1.0578768024905443,1.7676607966423035,1.4860050979767208,"Chase Meidroth",31580,805367
"Tyler Soderstrom","ATH",79,334,13,41,41,1,0.128742514,0.173652694,0.21875,0.261467889,0.243055555,0.344311377,0.461805555,0.34879502058029177,0.33785403173382883,118.93380943102889,-0.2963246386498213,7.184138339358771,-4.518779397010803,1.4805837045709365,"Tyler Soderstrom",27467,691016
"Taylor Ward","BAL",82,378,5,53,22,2,0.169312169,0.208994708,0.106796116,0.334801762,0.262135922,0.391534391,0.368932038,0.34748044364964614,0.34947504099231186,122.29912389619417,-3.6147344764322042,6.355918699363887,-5.302661120891571,1.4760222775368084,"Taylor Ward",17548,621493
"Julio Rodríguez","SEA",82,358,14,42,39,11,0.072625698,0.212290502,0.173780488,0.280334728,0.246951219,0.307262569,0.420731707,0.31858652930299775,0.34467547127370085,107.67012933382522,0.5256182588636875,3.7737207395518535,-2.015203595161438,1.475298227189971,"Julio Rodriguez",23697,677594
"Daulton Varsho","TOR",69,259,7,31,22,7,0.092664092,0.2007722,0.172413793,0.310344827,0.262931034,0.335907335,0.435344827,0.3360400603439094,0.31316838839638556,113.65299350747723,0.6091394308023155,4.791983329199148,0.4143388569355011,1.4673188459162454,"Daulton Varsho",19918,662139
"Matt Chapman","SFG",80,337,7,35,42,0,0.106824925,0.228486646,0.136518772,0.297169811,0.238907849,0.329376854,0.375426621,0.3146252711968763,0.2933545728345533,100.82980624495595,-0.6665920843370259,-0.3344393078232918,3.6945265531539917,1.4476204764175737,"Matt Chapman",16505,656305
"Dominic Canzone","SEA",72,209,12,28,33,1,0.095693779,0.205741626,0.27173913,0.290076335,0.27173913,0.349282296,0.54347826,0.38211795331188364,0.38307865270587244,151.0173746641915,-0.33426735550165176,12.278442398213587,-5.635432481765747,1.4323162233806292,"Dominic Canzone",26438,686527
"Henry Bolte","ATH",40,148,2,14,12,10,0.087837837,0.27027027,0.095238095,0.441860465,0.317460317,0.401360544,0.412698412,0.3653211609846881,0.3141731788372171,130.2095312277456,0.12548768939450383,5.414197170692009,3.2534512281417847,1.4172559971223566,"Henry Bolte",31448,703607
"Spencer Horwitz","PIT",74,295,10,36,33,1,0.13559322,0.13559322,0.174796748,0.295,0.280487804,0.386440677,0.455284552,0.37142624349917397,0.33917321673894335,135.14417154706734,-1.6795561965554953,10.634655445825397,-6.291287422180176,1.4097559221728193,"Spencer Horwitz",26477,687462
"Maikel Garcia","KCR",69,294,3,32,30,5,0.081632653,0.153061224,0.111940299,0.301801801,0.261194029,0.319727891,0.373134328,0.3075841085440448,0.31638551569309364,90.61855313854883,0.8142564259469509,-2.4483235233665788,5.608681499958038,1.3860513438372088,"Maikel Garcia",22715,672580
"Alex Bregman","CHC",80,365,6,37,26,2,0.112328767,0.161643835,0.098412698,0.280632411,0.244444444,0.339726027,0.342857142,0.3088041369908441,0.31523499040972464,96.27262803043756,-0.6722824163734913,-2.2882285757514045,4.133090615272522,1.3854542084632637,"Alex Bregman",17678,608324
